,postId,age,gender,education,estimate,estimateVal,rrp,p,time,sheet_no,x1,x2,lotterychoice
6121,khy5bin6,49.0,Male,College,default,none,0.10714285714285714,0.5,1000,sheet20,50,20,13b
6122,khy3anq9,30.0,Female,College,verbatim,50,-0.05,0.5,500,sheet20,150,0,10b
6123,khy31qu3,61.0,Male,High school,gist,about_even,0.15,0.5,500,sheet20,150,0,12a
6124,khy353oa,32.0,Female,College,verbatim,40,-0.21,0.5,1000,sheet20,40,10,7b
6125,khy2zux1,61.0,Male,High school,gist,unlikely,-0.12857142857142856,0.25,1000,sheet20,40,10,14b
6126,khy2uj6v,28.0,Male,College,default,none,0.19444444444444445,0.9,unlimited,sheet20,50,0,6b
6127,khy4ajz3,27.0,Male,College,gist,about_even,0.35,0.5,2000,sheet20,10,0,14b
6128,khy30rl1,35.0,Male,College,verbatim,10,-0.05,0.5,unlimited,sheet20,10,0,0b
6129,khy2mvea,48.0,Male,College,gist,unlikely,-0.13636363636363635,0.25,2000,sheet20,50,20,13b
6130,khy2ml4r,27.0,Male,College,default,none,-0.11363636363636363,0.1,unlimited,sheet20,20,10,16b
6131,khy2s58o,39.0,Male,College,verbatim,35,0.2833333333333333,0.5,1000,sheet20,20,10,19b
6132,khy2udjr,59.0,Male,College,verbatim,90,-0.027777777777777776,0.9,2000,sheet20,10,0,2b
6133,khy310tt,35.0,Male,Professional school,default,none,0.525974025974026,0.95,2000,sheet20,40,10,15b
6134,khy7n3a3,21.0,Male,High school,verbatim,95,0.13917525773195877,0.95,500,sheet20,50,20,6b
6135,khy3j2di,24.0,Unspecified,College,verbatim,50,-0.02142857142857143,0.5,unlimited,sheet20,50,20,10b
6136,khy2uxf3,27.0,Male,High school,verbatim,50,0.21,0.5,2000,sheet20,40,10,14b
6137,khy3ch00,30.0,Female,Ph.D,verbatim,25,0.1,0.25,500,sheet20,20,0,16a
6138,khy2t47c,34.0,Male,High school,gist,no_chance,-0.045454545454545456,0.05,500,sheet20,150,50,19b
6139,khy31bcd,54.0,Male,Graduate school,verbatim,90,0.09210526315789473,0.9,unlimited,sheet20,20,10,6b
6140,khy2nlst,64.0,Male,College,gist,about_even,0.15,0.5,2000,sheet20,10,0,12b
6141,khy2vglo,28.0,Male,Graduate school,verbatim,75,0.18421052631578946,0.95,unlimited,sheet20,20,0,5b
6142,khy2n5fd,45.0,Male,College,gist,highly_unlikely,0.022727272727272728,0.1,500,sheet20,20,10,19b
6143,khy5i57j,48.0,Male,College,default,none,-0.2441860465116279,0.05,unlimited,sheet20,50,20,16b
6144,khy3px2i,26.0,Male,Graduate school,verbatim,25,0.04285714285714286,0.25,unlimited,sheet20,40,10,16b
6145,khy3hhrz,49.0,Female,College,gist,highly_likely,0.6578947368421053,0.95,500,sheet20,20,0,14b
6146,khy2oifc,59.0,Female,High school,gist,likely,-0.01764705882352941,0.75,500,sheet20,50,20,5a
6147,khy2uvb5,46.0,Female,College,verbatim,25,-1.9,0.25,500,sheet20,20,0,6b
6148,khy5ez7b,28.0,Male,College,verbatim,70,0.3,0.75,1000,sheet20,20,0,0b
6149,khy38per,37.0,Female,High school,default,none,-4.25,0.1,2000,sheet20,10,0,0a
6150,khy2n2hh,47.0,Male,Ph.D,default,none,-0.08333333333333333,0.9,unlimited,sheet20,10,0,1a
6151,khy3yock,44.0,Male,College,verbatim,50,-0.5181818181818182,0.25,2000,sheet20,50,20,6b
6152,khy30w1l,39.0,Male,College,default,none,0.21,0.5,unlimited,sheet20,40,10,14b
6153,khy3fms6,46.0,Male,High school,gist,about_even,0.15,0.5,1000,sheet20,40,10,13b
6154,khy3u3sq,65.0,Male,Graduate school,gist,likely,-0.39,0.5,2000,sheet20,40,10,4b
6155,khy2m7b1,36.0,Female,College,default,none,0.6333333333333333,0.75,2000,sheet20,20,0,15b
6156,khy47uh4,29.0,Female,College,gist,almost_certain,0.7105263157894737,0.95,unlimited,sheet20,20,0,15b
6157,khy81pyy,30.0,Male,College,verbatim,80,0.3,0.75,2000,sheet20,50,20,14b
6158,khy2ns0j,30.0,Male,Professional school,gist,likely,-0.85,0.5,2000,sheet20,10,0,2b
6159,khy2ny1v,34.0,Female,High school,default,none,-0.1,0.25,500,sheet20,20,0,15b
6160,khy3ndcy,32.0,Male,Professional school,verbatim,15,0.3,0.25,1000,sheet20,20,0,17b
6161,khy2wlyb,40.0,Male,College,default,none,-0.05,0.5,1000,sheet20,10,0,10b
6162,khy2mbu3,23.0,Male,Graduate school,default,none,-1.2391304347826086,0.05,2000,sheet20,40,10,0b
6163,khy45rug,33.0,Male,Professional school,gist,almost_certain,-4.25,0.1,2000,sheet20,50,0,0b
6164,khy2q0md,41.0,Female,College,gist,highly_unlikely,-8.25,0.1,unlimited,sheet20,10,0,2b
6165,khy2xm4i,23.0,Male,College,gist,likely,0.19411764705882353,0.75,unlimited,sheet20,50,20,11b
6166,khy56der,44.0,Female,High school,gist,no_chance,-0.6627906976744186,0.05,1000,sheet20,50,20,0b
6167,khy32put,35.0,Male,College,default,none,-0.045454545454545456,0.05,2000,sheet20,150,50,19b
6168,khy2p2sl,25.0,Male,Graduate school,default,none,0.4793814432989691,0.95,unlimited,sheet20,50,20,17b
6169,khy5dsr0,44.0,Female,Graduate school,verbatim,95,-0.02631578947368421,0.95,500,sheet20,20,0,1b
6170,khy2t55a,34.0,Male,College,verbatim,100,0.34615384615384615,0.75,unlimited,sheet20,40,10,13b
6171,khy3t7gv,34.0,Male,High school,gist,highly_likely,-0.08333333333333333,0.9,500,sheet20,50,0,1b
6172,khy5wmfh,46.0,Male,College,gist,about_even,-0.05,0.5,2000,sheet20,50,0,10a
6173,khy3im1c,37.0,Male,College,default,none,0.4166666666666667,0.9,2000,sheet20,50,0,0a
6174,khy2msu7,34.0,Male,Graduate school,verbatim,75,0.4411764705882353,0.75,1000,sheet20,50,20,18b
6175,khy2o46d,27.0,Masculino,Faculdade,default,none,-0.02142857142857143,0.5,1000,sheet20,50,20,0b
6176,khy30n4i,53.0,Female,Professional school,default,none,0.5833333333333334,0.9,2000,sheet20,50,0,13b
6177,khy57cmr,26.0,Female,College,verbatim,50,-0.05,0.5,2000,sheet20,20,10,9b
6178,khy38enf,53.0,Female,Professional school,verbatim,90,0.3055555555555556,0.9,1000,sheet20,50,0,8b
6179,khy3izql,37.0,Female,College,default,none,0.19285714285714287,0.5,2000,sheet20,50,20,15b
6180,khy31jpt,32.0,Male,College,default,none,0.33116883116883117,0.95,2000,sheet20,40,10,0a
6181,khy2nyv1,34.0,Male,High school,verbatim,90,0.08333333333333333,0.9,1000,sheet20,10,0,4b
6182,khy2misr,26.0,Male,College,gist,likely,0.16666666666666666,0.75,2000,sheet20,20,0,8b
6183,khy2mvss,38.0,Male,College,default,none,0.2357142857142857,0.5,1000,sheet20,50,20,16b
6184,khy2mz8g,29.0,Male,High school,verbatim,50,0.45,0.5,500,sheet20,10,0,15b
6185,khy2mw5x,28.0,Female,Professional school,gist,likely,-0.027777777777777776,0.9,2000,sheet20,50,0,2b
6186,khy2sclh,33.0,Male,High school,verbatim,75,0.43333333333333335,0.75,2000,sheet20,20,0,12a
6187,khy557io,22.0,Masculino,Faculdade,gist,about_even,-0.05,0.5,unlimited,sheet20,10,0,10b
6188,khy2npgv,28.0,Male,High school,verbatim,95,0.7105263157894737,0.95,1000,sheet20,20,0,15b
6189,khy2oj1q,41.0,Male,College,verbatim,93,-0.039473684210526314,0.9,1000,sheet20,20,10,1a
6190,khy4fg3z,25.0,Male,Graduate school,gist,almost_certain,0.3,0.75,500,sheet20,20,0,10a
6191,khy57oqr,30.0,Male,College,verbatim,95,0.6388888888888888,0.9,1000,sheet20,10,0,14a
6192,khy2q0z6,59.0,Male,High school,default,none,0.01764705882352941,0.75,1000,sheet20,50,20,6a
6193,khy2of5e,36.0,Male,High school,verbatim,5,-0.045454545454545456,0.05,500,sheet20,150,50,19b
6194,khy2qrix,21.0,Female,Graduate school,verbatim,50,-0.016666666666666666,0.5,1000,sheet20,20,10,0a
6195,khy2wiac,29.0,Female,High school,gist,almost_certain,-0.015463917525773196,0.95,2000,sheet20,50,20,1a
6196,khy3lvsp,35.0,Female,College,verbatim,65,-0.6627906976744186,0.05,unlimited,sheet20,50,20,10b
6197,khy2ne7f,27.0,Female,High school,default,none,0.4166666666666667,0.9,unlimited,sheet20,10,0,0b
6198,khy57ui3,32.0,Female,College,default,none,-0.38372093023255816,0.05,unlimited,sheet20,50,20,14b
6199,khy2nm2c,23.0,Male,Graduate school,verbatim,50,-0.05,0.5,1000,sheet20,20,10,9b
6200,khy2n5e1,54.0,Female,High school,default,none,-0.8478260869565217,0.05,2000,sheet20,40,10,13b
6201,khy2ruf4,37.0,Female,High school,gist,almost_certain,0.4473684210526316,0.95,1000,sheet20,20,0,0b
6202,khy2xmq3,27.0,Masculino,Faculdade,verbatim,25,-0.08181818181818182,0.25,2000,sheet20,50,20,14b
6203,khy2mptv,37.0,Male,College,verbatim,90,-0.08333333333333333,0.9,500,sheet20,50,0,1a
6204,khy5716g,46.0,Female,College,gist,about_even,-0.05,0.5,2000,sheet20,10,0,10b
6205,khy4uy94,25.0,Male,College,verbatim,25,-0.9,0.25,unlimited,sheet20,20,0,11a
6206,khy55icw,46.0,Female,College,verbatim,10,-1.75,0.1,500,sheet20,10,0,15b
6207,khy361ed,33.0,Male,College,gist,unlikely,-0.24545454545454545,0.25,1000,sheet20,50,20,11b
6208,khy2msr0,38.0,Male,College,verbatim,5,-0.045454545454545456,0.05,unlimited,sheet20,150,50,19b
6209,khy303f5,27.0,Male,High school,gist,highly_likely,-0.013157894736842105,0.9,1000,sheet20,20,10,2a
6210,khy3lguj,29.0,Male,College,default,none,-4.25,0.1,unlimited,sheet20,10,0,0a
6211,khy33e7p,35.0,Male,College,default,none,-1.1511627906976745,0.05,unlimited,sheet20,50,20,3b
6212,khy2n0jg,38.0,Male,College,default,none,-0.05,0.5,2000,sheet20,50,0,10b
6213,khy2mzcc,30.0,Male,College,verbatim,25,-0.9,0.25,1000,sheet20,20,0,11b
6214,khy2tkna,33.0,Male,High school,gist,almost_certain,-0.027777777777777776,0.9,1000,sheet20,50,0,2a
6215,khy3dshl,29.0,Female,Post-doctoral,verbatim,10,-1.25,0.1,unlimited,sheet20,50,0,16b
6216,khy2nkg7,26.0,Male,College,verbatim,75,-0.1,0.75,500,sheet20,20,0,4b
6217,khy2q9x1,23.0,Female,College,default,none,0.04639175257731959,0.95,unlimited,sheet20,50,20,3a
6218,khy2or1n,28.0,Male,College,default,none,-0.03,0.5,unlimited,sheet20,40,10,10b
6219,khy2vbbb,29.0,Male,Post-doctoral,gist,no_chance,-17.5,0.05,unlimited,sheet20,20,0,2b
6220,khy57a5b,47.0,Male,College,gist,no_chance,-0.06521739130434782,0.05,500,sheet20,40,10,19b
6221,khy33dhy,26.0,Male,College,verbatim,90,-0.027777777777777776,0.9,2000,sheet20,50,0,2b
6222,khy4ytk9,31.0,Male,College,verbatim,5,-3.5,0.05,2000,sheet20,20,0,16b
6223,khy5mnru,40.0,Female,College,gist,unlikely,0.12857142857142856,0.25,unlimited,sheet20,40,10,17a
6224,khy64hhs,39.0,Male,College,verbatim,25,-0.04285714285714286,0.25,unlimited,sheet20,40,10,15b
6225,khy2okzp,27.0,Male,Post-doctoral,default,none,-0.6428571428571429,0.25,1000,sheet20,40,10,8a
6226,khy3t4fh,31.0,Male,Graduate school,verbatim,2,-0.8636363636363636,0.05,2000,sheet20,150,50,0a
6227,khy3qx56,38.0,Male,College,gist,highly_likely,0.4166666666666667,0.9,2000,sheet20,10,0,0a
6228,khy5nfdh,58.0,Female,Graduate school,gist,highly_unlikely,-0.75,0.1,500,sheet20,10,0,17b
6229,khy2ufcf,30.0,Male,Graduate school,default,none,-0.03,0.5,500,sheet20,40,10,10b
6230,khy2tj09,44.0,Female,High school,default,none,-0.03333333333333333,0.75,500,sheet20,20,0,5b
6231,khy2ylw0,37.0,Male,College,default,none,0.4473684210526316,0.95,2000,sheet20,20,0,10a
6232,khy2zd6q,43.0,Male,College,default,none,0.4473684210526316,0.95,2000,sheet20,20,0,0a
6233,khy2uysv,34.0,Female,College,default,none,-0.05,0.5,2000,sheet20,50,0,10b
6234,khy5ottw,37.0,Male,College,gist,likely,-0.023076923076923078,0.75,unlimited,sheet20,40,10,5a
6235,khy3x71w,28.0,Male,Ph.D,verbatim,65,-0.4090909090909091,0.25,unlimited,sheet20,50,20,8b
6236,khy3cvw6,38.0,Female,Graduate school,verbatim,25,-0.9857142857142858,0.25,500,sheet20,40,10,4b
6237,khy2nf9l,38.0,Female,Professional school,verbatim,25,-2.1,0.25,1000,sheet20,20,0,5b
6238,khy34se1,51.0,Female,College,gist,highly_likely,-0.9857142857142858,0.25,500,sheet20,40,10,4a
6239,khy554ri,34.0,Male,High school,gist,highly_unlikely,-0.75,0.1,1000,sheet20,10,0,17b
6240,khy55bc8,30.0,Male,College,default,none,0.023076923076923078,0.75,500,sheet20,40,10,6b
6241,khy4173m,36.0,Female,College,verbatim,31,-0.01764705882352941,0.75,1000,sheet20,50,20,5b
6242,khy3jua5,24.0,Male,Graduate school,default,none,-0.45,0.5,unlimited,sheet20,40,10,3b
6243,khy5t5pa,25.0,Male,Professional school,default,none,0.3,0.25,1000,sheet20,40,10,19b
6244,khy33md4,49.0,Male,College,gist,no_chance,-0.8636363636363636,0.05,2000,sheet20,150,50,0b
6245,khy2neb0,35.0,Male,Graduate school,default,none,-2.5,0.05,500,sheet20,20,0,17b
6246,khy2nul4,30.0,Male,Professional school,verbatim,20,-0.38636363636363635,0.1,unlimited,sheet20,20,10,0b
6247,khy307e0,38.0,Male,College,verbatim,5,-1.5,0.05,2000,sheet20,20,0,18a
6248,khy31fg4,36.0,Female,High school,verbatim,95,0.26288659793814434,0.95,500,sheet20,50,20,0a
6249,khy3q5uw,63.0,Male,College,default,none,0.2357142857142857,0.5,unlimited,sheet20,50,20,16b
6250,khy3f3gw,36.0,Male,College,verbatim,25,-0.1,0.25,unlimited,sheet20,20,0,15b
6251,khy2n05g,33.0,Male,High school,verbatim,75,-0.11538461538461539,0.75,unlimited,sheet20,40,10,3b
6252,khy3yugl,36.0,Male,Graduate school,default,none,-0.3,0.25,unlimited,sheet20,50,20,10a
6253,khy591wo,25.0,Male,College,gist,about_even,0.4166666666666667,0.9,500,sheet20,10,0,0b
6254,khy56wu8,26.0,Male,College,gist,highly_likely,0.09210526315789473,0.9,1000,sheet20,20,10,6b
6255,khy5fno1,43.0,Male,College,default,none,-0.05,0.5,500,sheet20,20,10,9a
6256,khy2tf1r,30.0,Male,High school,verbatim,10,-2.75,0.1,unlimited,sheet20,50,0,13a
6257,khy37ijg,35.0,Male,College,verbatim,98,0.4473684210526316,0.95,2000,sheet20,20,0,10b
6258,khy57zuo,42.0,Male,College,verbatim,25,-0.13636363636363635,0.25,1000,sheet20,50,20,13b
6259,khy2rdd0,35.0,Female,College,default,none,-0.21,0.5,1000,sheet20,40,10,7b
6260,khy2wj5v,35.0,Male,High school,gist,no_chance,-0.25,0.1,500,sheet20,50,0,18b
6261,khy5hnoe,52.0,Female,College,gist,highly_unlikely,-0.11363636363636363,0.1,2000,sheet20,20,10,16b
6262,khy32hbe,32.0,Male,Graduate school,verbatim,5,-4.5,0.05,1000,sheet20,20,0,15b
6263,khy2mh9n,19.0,Female,High school,verbatim,10,-0.75,0.1,2000,sheet20,10,0,17b
6264,khy2mf7r,30.0,Male,College,default,none,0.05,0.5,2000,sheet20,20,10,12b
6265,khy2ut4x,46.0,Male,College,gist,highly_likely,0.027777777777777776,0.9,unlimited,sheet20,50,0,3b
6266,khy3gcca,30.0,Female,College,gist,no_chance,-0.03488372093023256,0.05,unlimited,sheet20,50,20,19b
6267,khy2s512,24.0,Male,High school,gist,unlikely,-0.02727272727272727,0.25,2000,sheet20,50,20,15b
6268,khy3shqd,36.0,Male,College,verbatim,70,0.01764705882352941,0.75,1000,sheet20,50,20,6b
6269,khy2mi0p,32.0,Male,College,default,none,0.27631578947368424,0.9,500,sheet20,20,10,13b
6270,khy5g3mp,48.0,Female,College,gist,about_even,0.39,0.5,unlimited,sheet20,40,10,17a
6271,khy2n881,27.0,Female,College,gist,highly_unlikely,-0.06818181818181818,0.1,500,sheet20,20,10,17b
6272,khy2sbcx,47.0,Female,College,verbatim,4,-0.8636363636363636,0.05,500,sheet20,150,50,0b
6273,khy2z08r,18.0,Male,High school,gist,highly_likely,-0.013157894736842105,0.9,unlimited,sheet20,20,10,2a
6274,khy3ns0h,33.0,Female,College,default,none,-0.35,0.5,500,sheet20,150,0,7b
6275,khy2o7pz,32.0,Male,Professional school,gist,highly_unlikely,-0.75,0.1,2000,sheet20,10,0,17a
6276,khy2sh32,41.0,Male,Professional school,default,none,0.44805194805194803,0.95,500,sheet20,40,10,13b
6277,khy364hl,29.0,Male,College,default,none,-0.3,0.25,1000,sheet20,20,0,14b
6278,khy2rjau,32.0,Male,High school,default,none,0.05,0.5,1000,sheet20,150,0,11a
6279,khy2rp1s,31.0,Female,College,verbatim,25,0.13636363636363635,0.25,unlimited,sheet21,50,20,18b
6280,khy2mqnp,29.0,Male,College,gist,about_even,0.4473684210526316,0.95,2000,sheet21,20,0,0a
6281,khy2mwyq,31.0,Male,High school,verbatim,5,-1.2391304347826086,0.05,500,sheet21,40,10,0b
6282,khy7qr4a,36.0,Female,Professional school,default,none,0.39,0.5,unlimited,sheet21,40,10,17a
6283,khy5pwik,32.0,Male,College,verbatim,05,-4.5,0.05,unlimited,sheet21,20,0,15b
6284,khy2mva4,59.0,Female,Professional school,default,none,-2.25,0.1,1000,sheet21,50,0,14b
6285,khy55ugi,30.0,Male,College,default,none,0.15,0.5,500,sheet21,20,10,15b
6286,khy2n929,50.0,Male,College,verbatim,10,-4.25,0.1,unlimited,sheet21,50,0,0b
6287,khy2pkcj,43.0,Male,College,verbatim,10,-4.25,0.1,unlimited,sheet21,10,0,10b
6288,khy7n3tk,38.0,Male,Post-doctoral,default,none,0.09740259740259741,0.95,500,sheet21,40,10,4b
6289,khy3vc9m,32.0,Female,Graduate school,gist,almost_certain,0.487012987012987,0.95,unlimited,sheet21,40,10,14a
6290,khy2mi73,29.0,Male,College,gist,about_even,-7.25,0.1,unlimited,sheet21,10,0,4b
6291,khy3txdw,39.0,Male,College,default,none,-0.3,0.25,500,sheet21,50,20,0b
6292,khy30iah,36.0,Male,College,default,none,-0.85,0.5,500,sheet21,150,0,2b
6293,khy2mjzy,31.0,Male,High school,verbatim,20,0.19090909090909092,0.25,500,sheet21,50,20,19b
6294,khy37iar,35.0,Male,College,default,none,-1.0813953488372092,0.05,1000,sheet21,50,20,4b
6295,khy52vu2,39.0,Male,High school,gist,highly_likely,0.75,0.9,2000,sheet21,50,0,16a
6296,khy2typj,32.0,Female,College,default,none,-0.023076923076923078,0.75,unlimited,sheet21,40,10,5b
6297,khy2mpb3,46.0,Female,College,verbatim,75,0.08823529411764706,0.75,2000,sheet21,50,20,8b
6298,khy3phte,36.0,Male,College,verbatim,10,-0.20454545454545456,0.1,2000,sheet21,20,10,14b
6299,khy2n081,31.0,Male,College,gist,almost_certain,0.04639175257731959,0.95,unlimited,sheet21,50,20,3b
6300,khy5qk48,38.0,Male,College,default,none,-0.21428571428571427,0.25,500,sheet21,40,10,13b
6301,khy300ey,24.0,Masculino,Colegial,verbatim,40,-0.016666666666666666,0.5,unlimited,sheet21,20,10,0b
6302,khy2mt7n,24.0,Male,High school,default,none,-1.2391304347826086,0.05,500,sheet21,40,10,10b
6303,khy2mxq3,31.0,Male,Graduate school,verbatim,50,-0.05,0.5,500,sheet21,10,0,10a
6304,khy58mt2,29.0,Female,College,default,none,-1.2391304347826086,0.05,1000,sheet21,40,10,0b
6305,khy2neez,19.0,Male,Professional school,verbatim,20,0.19090909090909092,0.25,2000,sheet21,50,20,19b
6306,khy2nkde,34.0,Male,College,default,none,-0.027777777777777776,0.9,500,sheet21,10,0,2b
6307,khy3iwft,45.0,Female,Graduate school,verbatim,5,-0.8636363636363636,0.05,1000,sheet21,150,50,10a
6308,khy3e3dg,58.0,Female,College,gist,about_even,0.55,0.5,1000,sheet21,150,0,16b
6309,khy5mpdj,27.0,Female,High school,gist,highly_likely,0.17532467532467533,0.95,unlimited,sheet21,40,10,6a
6310,khy2m9mv,28.0,Male,High school,verbatim,50,0.21,0.5,1000,sheet21,40,10,14b
6311,khy36wy5,25.0,Male,High school,verbatim,50,-0.05,0.5,500,sheet21,10,0,0b
6312,khy2n08z,46.0,Female,College,verbatim,100,0.13636363636363635,0.95,2000,sheet21,40,10,5b
6313,khy2q4zg,24.0,Male,High school,verbatim,50,-0.05,0.5,2000,sheet21,20,10,9b
6314,khy2nozb,27.0,Female,College,verbatim,40,0.33,0.5,500,sheet21,40,10,16b
6315,khy7nk05,30.0,Male,College,default,none,-2.1,0.25,1000,sheet21,20,0,5b
6316,khy2mrc0,38.0,Female,College,verbatim,50,0.35,0.5,unlimited,sheet21,10,0,14b
6317,khy373ea,27.0,Male,College,verbatim,50,0.15,0.5,500,sheet21,50,0,12b
6318,khy5813y,32.0,Male,Graduate school,verbatim,75,-0.08823529411764706,0.75,2000,sheet21,50,20,3b
6319,khy2o8yq,30.0,Male,Graduate school,default,none,0.23195876288659795,0.95,500,sheet21,50,20,9b
6320,khy2xce6,32.0,Male,College,gist,no_chance,-0.045454545454545456,0.05,2000,sheet21,150,50,19b
6321,khy4qqfv,46.0,Female,College,verbatim,90,-0.013157894736842105,0.9,2000,sheet21,20,10,2b
6322,khy2u635,38.0,Male,College,gist,highly_likely,0.013157894736842105,0.9,2000,sheet21,20,10,3b
6323,khy2w6zl,26.0,Female,High school,gist,unlikely,-0.3,0.25,2000,sheet21,50,20,10b
6324,khy5uiv8,29.0,Female,Graduate school,gist,about_even,-0.05,0.5,unlimited,sheet21,10,0,0a
6325,khy58m0q,25.0,Female,College,gist,unlikely,-0.13636363636363635,0.25,500,sheet21,50,20,13b
6326,khy3jqc3,35.0,Male,College,default,none,-0.55,0.5,2000,sheet21,150,0,5b
6327,khy367pr,30.0,Female,Professional school,default,none,0.8611111111111112,0.9,1000,sheet21,10,0,18b
6328,khy2m0v2,20.0,Male,Graduate school,verbatim,50,-0.016666666666666666,0.5,500,sheet21,20,10,10b
6329,khy2my69,34.0,Female,College,verbatim,10,-3.25,0.1,500,sheet21,10,0,12b
6330,khy3vqa7,48.0,Male,College,gist,almost_certain,-0.08333333333333333,0.9,1000,sheet21,50,0,1a
6331,khy54wrh,36.0,Female,High school,gist,highly_likely,0.07731958762886598,0.95,2000,sheet21,50,20,4b
6332,khy2zjme,26.0,Female,College,gist,highly_unlikely,-3.25,0.1,unlimited,sheet21,10,0,12b
6333,khy34cl0,34.0,Male,Graduate school,gist,highly_likely,-0.027777777777777776,0.9,unlimited,sheet21,10,0,2b
6334,khy48dl9,44.0,Male,College,gist,about_even,0.55,0.5,2000,sheet21,50,0,16b
6335,khy3aeek,28.0,Female,College,default,none,0.22941176470588234,0.75,1000,sheet21,50,20,12b
6336,khy2mw5t,25.0,Female,High school,gist,about_even,-0.19285714285714287,0.5,1000,sheet21,50,20,6b
6337,khy2mzh9,39.0,Male,High school,default,none,-0.016666666666666666,0.5,500,sheet21,20,10,10a
6338,khy3ga80,35.0,Male,College,verbatim,75,0.3,0.75,2000,sheet21,20,0,10b
6339,khy38016,42.0,Female,High school,default,none,-0.023076923076923078,0.75,2000,sheet21,40,10,5a
6340,khy3um1b,35.0,Male,College,default,none,0.12352941176470589,0.75,500,sheet21,50,20,9b
6341,khy2moht,33.0,Male,College,verbatim,5,-0.06521739130434782,0.05,unlimited,sheet21,40,10,19b
6342,khy2ml6i,40.0,Male,College,gist,no_chance,-0.5,0.05,2000,sheet21,20,0,19b
6343,khy37jd2,31.0,Female,College,gist,unlikely,-0.38571428571428573,0.25,500,sheet21,40,10,11a
6344,khy4w4g2,44.0,Female,High school,verbatim,90,0.4166666666666667,0.9,2000,sheet21,10,0,10b
6345,khyas8ne,33.0,Male,High school,default,none,0.25,0.5,2000,sheet21,150,0,13b
6346,khy849h4,47.0,Male,Professional school,default,none,0.027777777777777776,0.9,1000,sheet21,50,0,3b
6347,khy385l4,36.0,Male,Graduate school,verbatim,50,-0.05,0.5,1000,sheet21,10,0,10a
6348,khy2q0o3,50.0,Male,College,default,none,-0.5,0.05,unlimited,sheet21,20,0,19b
6349,khy6o7oc,48.0,Female,College,verbatim,50,0.33,0.5,500,sheet21,40,10,16b
6350,khy34yzb,37.0,Female,College,default,none,-0.3,0.25,1000,sheet21,50,20,10b
6351,khy2mhyj,26.0,Male,College,verbatim,50,-0.39,0.5,500,sheet21,40,10,4b
6352,khy2mtrp,22.0,Female,High school,gist,about_even,-0.21666666666666667,0.5,1000,sheet21,20,10,4b
6353,khy2mfez,31.0,Male,Graduate school,gist,likely,0.013157894736842105,0.9,500,sheet21,20,10,3b
6354,khy35qjp,29.0,Male,High school,gist,no_chance,-2.5,0.05,2000,sheet21,20,0,17b
6355,khy2o6mx,36.0,Male,College,verbatim,20,-0.2833333333333333,0.5,500,sheet21,20,10,2b
6356,khy6p7nn,25.0,Male,College,default,none,-0.45652173913043476,0.05,unlimited,sheet21,40,10,16b
6357,khy2uiiq,37.0,Male,College,default,none,-0.02631578947368421,0.95,1000,sheet21,20,0,1a
6358,khy2sn1w,44.0,Male,College,gist,likely,-1.3,0.25,2000,sheet21,20,0,9b
6359,khy2sltc,47.0,Female,High school,default,none,-0.7,0.25,1000,sheet21,20,0,12b
6360,khy56hfv,55.0,Male,College,gist,likely,0.34615384615384615,0.75,unlimited,sheet21,40,10,13b
6361,khy2n5hp,65.0,Female,Graduate school,verbatim,90,0.4166666666666667,0.9,500,sheet21,50,0,0b
6362,khy3ar6u,28.0,Male,College,gist,no_chance,-14.5,0.05,1000,sheet21,20,0,5b
6363,khy5ukma,36.0,Female,College,default,none,-0.05,0.5,1000,sheet21,150,0,10b
6364,khy2p6hw,34.0,Male,High school,default,none,0.3,0.25,unlimited,sheet21,40,10,19b
6365,khy2m6wb,39.0,Male,Graduate school,default,none,0.8611111111111112,0.9,2000,sheet21,10,0,18b
6366,khy2rewd,23.0,Female,College,verbatim,95,0.44805194805194803,0.95,unlimited,sheet21,40,10,13b
6367,khy306ok,37.0,Male,College,gist,highly_unlikely,-0.12857142857142856,0.25,2000,sheet21,40,10,14b
6368,khy4jmrc,33.0,Male,College,gist,highly_likely,0.3352941176470588,0.75,500,sheet21,50,20,15a
6369,khy2rk86,58.0,Male,High school,verbatim,75,0.1588235294117647,0.75,500,sheet21,50,20,10b
6370,khyancum,30.0,Male,College,gist,almost_certain,0.33116883116883117,0.95,unlimited,sheet21,40,10,0b
6371,khy2my2d,26.0,Male,College,gist,highly_unlikely,-0.32608695652173914,0.05,1000,sheet21,40,10,17b
6372,khy2na2n,33.0,Female,College,verbatim,80,-5.25,0.1,2000,sheet21,10,0,8b
6373,khy3rgt8,62.0,Female,Professional school,gist,unlikely,0.02727272727272727,0.25,2000,sheet21,50,20,16b
6374,khy2oi7x,29.0,Female,College,gist,about_even,-0.75,0.5,unlimited,sheet21,10,0,3b
6375,khy2ntg1,30.0,Male,Graduate school,verbatim,50,-0.05,0.5,unlimited,sheet21,150,0,0b
6376,khy31x1n,40.0,Male,College,verbatim,64,-3.75,0.1,2000,sheet21,50,0,11b
6377,khy2o3fx,31.0,Male,Graduate school,verbatim,50,-0.05,0.5,2000,sheet21,20,10,9b
6378,khy2mvnv,63.0,Female,College,gist,no_chance,-0.022727272727272728,0.1,unlimited,sheet21,20,10,18a
6379,khy3636y,58.0,Female,High school,verbatim,25,0.3,0.25,unlimited,sheet21,40,10,19b
